cohort,cohort_years,dod_occ_code_level,dod_occ_code,geo_level,geography,y1_emp,y5_emp,y10_emp,y1_p25_earnings,y5_p25_earnings,y10_p25_earnings,y1_p50_earnings,y5_p50_earnings,y10_p50_earnings,y1_p75_earnings,y5_p75_earnings,y10_p75_earnings,status_y1_emp,status_y5_emp,status_y10_emp,status_y1_earn,status_y5_earn,status_y10_earn
0,16,A,000,N,00,312300,262900,155000,23330,31130,36480,34630,45420,52620,51030,65130,75520,1,1,1,1,1,1
0,16,A,000,S,01,6952,6066,3640,24470,32630,37650,36910,47630,54700,56230,70820,80150,1,1,1,1,1,1
0,16,A,000,S,02,2879,1853,989,28230,37160,43430,41430,54130,63950,58250,73590,85230,1,1,1,1,1,1
0,16,A,000,S,04,6927,7202,4095,23760,32390,37990,37110,48080,55870,58340,69480,80140,1,1,1,1,1,1
0,16,A,000,S,05,2089,2122,1317,19730,24980,28670,27790,36330,42090,38670,49580,58230,1,1,1,1,1,1
0,16,A,000,S,06,17540,16880,9978,21840,31070,39140,32300,46890,58750,48330,67480,84340,1,1,1,1,1,1
0,16,A,000,S,08,10230,7496,4089,24610,32700,38350,36320,47250,55590,51540,67520,79810,1,1,1,1,1,1
0,16,A,000,S,09,1287,1223,693,21930,31430,41350,33360,46400,60240,48880,64340,83360,1,1,1,1,1,1
0,16,A,000,S,10,574,504.5,320,22960,28390,31950,33140,43130,47320,48210,57300,67850,1,1,1,1,1,1
0,16,A,000,S,11,1806,2435,1618,45840,56870,65810,64410,77040,90200,86210,101600,115500,1,1,1,1,1,1
0,16,A,000,S,12,17410,15630,9714,21410,28310,32680,31010,40510,46680,44480,57580,66860,1,1,1,1,1,1
0,16,A,000,S,13,19290,15560,9125,24770,31970,35140,35730,44550,48950,50410,61170,66820,1,1,1,1,1,1
0,16,A,000,S,15,2093,1528,815.5,24850,34230,39700,39480,53050,59830,63480,75690,84480,1,1,1,1,1,1
0,16,A,000,S,16,1316,1132,682,20060,24890,29020,27690,35360,41410,36930,47870,56180,1,1,1,1,1,1
0,16,A,000,S,17,6602,6464,3840,20860,28880,37380,30620,43370,54210,45090,61230,76070,1,1,1,1,1,1
0,16,A,000,S,18,5061,4033,2393,21990,27890,32680,31370,39890,46500,42870,54680,64630,1,1,1,1,1,1
0,16,A,000,S,19,2241,1900,1117,21500,26870,32620,30520,39550,46040,41740,52910,60950,1,1,1,1,1,1
0,16,A,000,S,20,5394,3693,1979,23230,30610,35210,32950,42430,48290,44970,56700,65720,1,1,1,1,1,1
0,16,A,000,S,21,7736,6139,3462,25570,33600,36660,36790,46390,50940,50930,61080,66800,1,1,1,1,1,1
0,16,A,000,S,22,4932,3945,2312,22370,29570,34900,32990,44050,50080,47200,61290,71380,1,1,1,1,1,1
0,16,A,000,S,23,1155,1003,616,19840,24500,30620,27220,34980,41710,36180,45900,57410,1,1,1,1,1,1
0,16,A,000,S,24,8160,6708,4033,31760,42610,49070,50700,64730,73060,78580,94100,101400,1,1,1,1,1,1
0,16,A,000,S,25,912.5,1317,1404,22830,33610,40220,33360,49830,59780,51030,70530,85420,1,1,1,1,1,1
0,16,A,000,S,26,5346,4547,2845,20670,27340,33490,29780,41260,48410,42720,58200,71090,1,1,1,1,1,1
0,16,A,000,S,27,2515,2287,1283,21380,28280,35490,30990,40810,49550,42480,55950,66590,1,1,1,1,1,1
0,16,A,000,S,28,1431,1600,958,21270,26570,29190,31240,37940,42240,44500,52730,59030,1,1,1,1,1,1
0,16,A,000,S,29,6728,5357,3032,22040,28250,32340,31270,39900,46110,44330,56270,64340,1,1,1,1,1,1
0,16,A,000,S,30,1016,909,560.5,19080,24830,29310,26210,35870,41650,36090,52100,61490,1,1,1,1,1,1
0,16,A,000,S,31,1865,1358,744,21610,27440,30590,30010,38390,43590,39980,51750,57910,1,1,1,1,1,1
0,16,A,000,S,32,3040,2527,1440,22880,30580,33820,32620,43450,50950,47800,65160,73980,1,1,1,1,1,1
0,16,A,000,S,33,786.5,795,457.5,21930,29190,37450,31140,42550,51100,41300,57510,67160,1,1,1,1,1,1
0,16,A,000,S,34,3271,2994,1781,22640,33170,38840,34620,50080,58830,52250,69400,84690,1,1,1,1,1,1
0,16,A,000,S,35,2257,1931,1198,22360,29830,37270,33740,43870,53110,49390,63100,73480,1,1,1,1,1,1
0,16,A,000,S,36,8855,8674,5419,21270,29920,37780,31160,44790,54650,45310,63870,81850,1,1,1,1,1,1
0,16,A,000,S,37,14540,11630,6749,24340,31540,35130,36250,44520,48410,52640,62370,67990,1,1,1,1,1,1
0,16,A,000,S,38,906.5,766,507.5,23160,30520,41120,37370,47360,57150,60980,73750,88250,1,1,1,1,1,1
0,16,A,000,S,39,7765,6627,3951,20690,26810,32850,29350,38650,46200,40700,52940,63870,1,1,1,1,1,1
0,16,A,000,S,40,6412,4991,2866,22180,28290,33780,31230,40420,46910,44590,55800,64160,1,1,1,1,1,1
0,16,A,000,S,41,2745,2521,1565,20740,27070,32090,29850,39750,47980,41980,55680,67260,1,1,1,1,1,1
0,16,A,000,S,42,7188,7339,4737,21850,29240,35480,31770,42970,51170,44900,57770,68780,1,1,1,1,1,1
0,16,A,000,S,44,426,344,203,19960,27800,35780,28020,39070,48820,41610,52530,67260,1,1,1,1,1,1
0,16,A,000,S,45,6029,5043,3042,23280,29030,32620,32700,40980,44660,44710,55810,61020,1,1,1,1,1,1
0,16,A,000,S,46,675,596.5,347,19730,25550,27940,27140,35050,40110,36130,45320,53310,1,1,1,1,1,1
0,16,A,000,S,47,8569,6378,3598,22120,28740,32840,31680,40950,46750,43870,56440,63280,1,1,1,1,1,1
0,16,A,000,S,48,46730,36390,20900,24210,33080,38790,35950,47350,55020,52310,66560,77390,1,1,1,1,1,1
0,16,A,000,S,49,1810,1414,804.5,22000,28510,34000,30780,42090,50370,43770,59620,70420,1,1,1,1,1,1
0,16,A,000,S,50,390,332,223,22260,27110,33670,31480,43240,49050,41530,55700,72230,1,1,1,1,1,1
0,16,A,000,S,51,20230,16560,9259,33670,42620,46690,55860,68220,73210,89430,103700,109600,1,1,1,1,1,1
0,16,A,000,S,53,11690,8824,5155,24220,34540,40610,36140,49780,57720,51400,67850,78910,1,1,1,1,1,1
0,16,A,000,S,54,1340,1351,912,20680,26200,31880,29310,39460,47100,42350,56130,65980,1,1,1,1,1,1
0,16,A,000,S,55,3676,3252,1778,20700,27510,33000,29370,38670,45890,40130,51820,60740,1,1,1,1,1,1
0,16,A,000,S,56,970,761.5,492,26440,31790,40180,40970,48500,55970,57620,73220,78370,1,1,1,1,1,1
0,16,2,10X,N,00,87590,73730,43830,21720,29320,35020,31390,42570,50430,44950,60190,71850,1,1,1,1,1,1
0,16,2,10X,S,01,1490,1231,777,22760,29360,34210,32640,41710,47190,46700,59120,70180,1,1,1,1,1,1
0,16,2,10X,S,02,936,597,325,28890,36380,41340,41060,54350,62180,58590,74590,86770,1,1,1,1,1,1
0,16,2,10X,S,04,1877,1913,1139,20830,28680,34820,30010,42250,50000,44040,60780,72720,1,1,1,1,1,1
0,16,2,10X,S,05,676,668,403,19500,24990,28340,26900,36100,40910,36830,49210,55320,1,1,1,1,1,1
0,16,2,10X,S,06,6068,5902,3472,20930,29850,37720,30180,44370,57050,43780,65730,83410,1,1,1,1,1,1
0,16,2,10X,S,08,2835,2100,1148,22250,30470,34610,32770,43310,52420,45900,60090,72920,1,1,1,1,1,1
0,16,2,10X,S,09,440,412,225,20590,31150,43330,29890,44480,59320,43370,60050,79330,1,1,1,1,1,1
0,16,2,10X,S,10,163,140,77,20500,26440,29150,33310,44000,50870,50740,61870,75210,1,1,1,1,1,1
0,16,2,10X,S,11,180,336,219,31460,49240,51910,47480,66360,75340,66110,87560,97060,1,1,1,1,1,1
0,16,2,10X,S,12,4518,3980,2501,20230,26510,30270,28710,38970,44530,40610,54850,62700,1,1,1,1,1,1
0,16,2,10X,S,13,4388,3477,2025,24140,31330,33840,34360,42850,46550,46500,57140,62790,1,1,1,1,1,1
0,16,2,10X,S,15,413,318,170,21550,29200,38380,31720,45830,55950,48610,65100,76210,1,1,1,1,1,1
0,16,2,10X,S,16,497,434,250,19590,24410,25870,26230,34860,37710,34490,46460,52480,1,1,1,1,1,1
0,16,2,10X,S,17,2144,2086,1194,19850,27510,36750,28280,40630,52890,40290,58390,74220,1,1,1,1,1,1
0,16,2,10X,S,18,1874,1357,822,21220,27310,32380,29670,38900,45460,40500,52180,61570,1,1,1,1,1,1
0,16,2,10X,S,19,765,626,379,20950,25880,32360,28950,38230,44720,38660,51490,60780,1,1,1,1,1,1
0,16,2,10X,S,20,1658,1210,635,21940,29290,34640,30260,40340,46440,40450,53540,60940,1,1,1,1,1,1
0,16,2,10X,S,21,2256,1848,1084,23100,31570,35130,32980,43840,49720,45080,55730,65380,1,1,1,1,1,1
0,16,2,10X,S,22,1341,1053,605,22480,30720,37390,32800,45400,52120,46710,62090,73760,1,1,1,1,1,1
0,16,2,10X,S,23,419,348,213,18770,22680,29490,25470,33830,41190,35900,42960,55980,1,1,1,1,1,1
0,16,2,10X,S,24,1088,948,583,22940,33060,38090,34440,48390,58790,51290,69780,84210,1,1,1,1,1,1
0,16,2,10X,S,25,379,518,554,22890,33310,39060,33200,50530,59680,48580,69490,82140,1,1,1,1,1,1
0,16,2,10X,S,26,1851,1427,909,19320,26020,32370,27320,38240,46930,38160,54170,68260,1,1,1,1,1,1
0,16,2,10X,S,27,938,833,468,19480,26530,33360,28020,39470,47190,39790,53980,63110,1,1,1,1,1,1
0,16,2,10X,S,28,401,407,262,21230,25500,30090,29740,36780,41640,42540,49500,59290,1,1,1,1,1,1
0,16,2,10X,S,29,2103,1681,941,20950,26560,31490,29100,37410,44290,39590,53250,59950,1,1,1,1,1,1
0,16,2,10X,S,30,380,312,193,19130,23020,29290,25740,34930,41520,35750,52020,63130,1,1,1,1,1,1
0,16,2,10X,S,31,625,442,258,20710,26830,30940,28640,36780,44520,37940,48640,59180,1,1,1,1,1,1
0,16,2,10X,S,32,1087,852,457,21750,29130,32750,31180,42470,50780,45120,63150,75430,1,1,1,1,1,1
0,16,2,10X,S,33,303,285,137,20980,29040,38830,29470,41230,48960,40960,55610,68540,1,1,1,1,1,1
0,16,2,10X,S,34,941,869,525,20910,31860,40220,29800,47200,60970,42900,67390,87800,1,1,1,1,1,1
0,16,2,10X,S,35,784,652,402,21920,28830,37970,31520,41770,55120,47130,62230,75470,1,1,1,1,1,1
0,16,2,10X,S,36,2919,2898,1835,20290,29200,37040,29220,43630,54310,41940,63270,83330,1,1,1,1,1,1
0,16,2,10X,S,37,3650,2864,1665,23810,31240,35190,35460,44310,49650,53260,63840,69720,1,1,1,1,1,1
0,16,2,10X,S,38,348,271,187,21440,29570,40590,32760,46570,57430,59800,68030,85840,1,1,1,1,1,1
0,16,2,10X,S,39,2723,2286,1358,20430,26340,33340,28270,37280,45840,38240,51480,64120,1,1,1,1,1,1
0,16,2,10X,S,40,2414,1849,1091,22260,28290,33310,30910,41170,46780,44530,56800,64510,1,1,1,1,1,1
0,16,2,10X,S,41,902,856,536,19700,24960,31550,27500,37460,47290,39180,52620,64980,1,1,1,1,1,1
0,16,2,10X,S,42,2325,2341,1557,20550,27940,34740,29610,40610,49870,41330,54580,65950,1,1,1,1,1,1
0,16,2,10X,S,44,161,130,69,18280,27810,33280,26530,37240,46060,38570,50590,65880,1,1,1,1,1,1
0,16,2,10X,S,45,1459,1199,718,22990,28810,31190,31460,39940,43060,41470,52220,57440,1,1,1,1,1,1
0,16,2,10X,S,46,237,215,133,19510,28180,26080,27210,37240,41520,35330,45120,54060,1,1,1,1,1,1
0,16,2,10X,S,47,2592,1981,1172,21440,28370,33690,30360,40700,45870,42130,55680,61040,1,1,1,1,1,1
0,16,2,10X,S,48,12100,9452,5535,22690,31530,38390,32920,45430,54860,48090,63670,77020,1,1,1,1,1,1
0,16,2,10X,S,49,602,476,262,21690,27930,34150,29780,40180,47770,43500,55010,65880,1,1,1,1,1,1
0,16,2,10X,S,50,145,127,76,20330,24850,35430,30720,38830,48870,40440,49090,68780,1,1,1,1,1,1
0,16,2,10X,S,51,3478,2895,1601,28440,37760,41000,48350,61070,66000,93380,106000,107500,1,1,1,1,1,1
0,16,2,10X,S,53,3647,2725,1614,22530,33090,40530,33270,47900,56600,47520,66130,78520,1,1,1,1,1,1
0,16,2,10X,S,54,470,437,296,20260,24870,31570,28640,39070,47180,39560,53400,64490,1,1,1,1,1,1
0,16,2,10X,S,55,1265,1130,623,19810,27330,33190,27960,37780,44920,38630,50440,60270,1,1,1,1,1,1
0,16,2,10X,S,56,350,300,178,25910,30040,45600,38670,48650,61230,56410,72060,81090,1,1,1,1,1,1
0,16,2,11X,N,00,19340,16700,9918,25860,34210,39810,40560,51690,58970,64080,76150,84800,1,1,1,1,1,1
0,16,2,11X,S,01,580,484,248,29200,38020,44690,45320,57800,65010,66340,81710,88460,1,1,1,1,1,1
0,16,2,11X,S,02,170,107,63,28740,30760,44770,44640,53450,63700,63010,77090,83320,1,1,1,1,1,1
0,16,2,11X,S,04,618,612,353,29590,37120,43260,49210,61810,68730,72080,83050,88700,1,1,1,1,1,1
0,16,2,11X,S,05,119,120,82,19270,21320,33350,29020,34610,47600,40300,48120,66580,1,1,1,1,1,1
0,16,2,11X,S,06,1014,1016,608,25400,36310,45770,38810,55300,66680,59640,77750,90900,1,1,1,1,1,1
0,16,2,11X,S,08,781,584,307,31420,44150,46900,53950,67340,69750,80900,94680,94320,1,1,1,1,1,1
0,16,2,11X,S,09,57,57,,24260,32300,,32900,48680,,52390,68230,,1,1,5,1,1,5
0,16,2,11X,S,10,,,,,,,,,,,,,5,5,5,5,5,5
0,16,2,11X,S,11,125,152,108,57720,64110,76430,74730,88430,103200,100300,107400,129800,1,1,1,1,1,1
0,16,2,11X,S,12,1156,1098,683,22930,29950,33840,34410,41900,48900,50630,60290,71020,1,1,1,1,1,1
0,16,2,11X,S,13,1579,1198,677,27990,34810,39880,43000,51510,56770,65130,69700,77010,1,1,1,1,1,1
0,16,2,11X,S,15,168,133,63,27930,50140,41610,51720,73810,75780,79380,96020,92170,1,1,1,1,1,1
0,16,2,11X,S,16,65,51,,21770,31770,,28110,42090,,37120,61870,,1,1,5,1,1,5
0,16,2,11X,S,17,326,340,221,24500,34860,43430,38600,50270,61140,56490,71930,78870,1,1,1,1,1,1
0,16,2,11X,S,18,229,197,124,22180,27350,35290,31980,37820,48530,48050,58010,64940,1,1,1,1,1,1
0,16,2,11X,S,19,108,81,,25760,25370,,34860,42570,,46060,60100,,1,1,5,1,1,5
0,16,2,11X,S,20,256,175,102,24820,32060,36840,35660,48290,58430,52970,66170,80870,1,1,1,1,1,1
0,16,2,11X,S,21,303,235,124,25470,33290,40180,36210,47510,51770,55030,67400,69050,1,1,1,1,1,1
0,16,2,11X,S,22,321,259,153,25330,31410,38830,38620,46490,52970,56500,66360,74790,1,1,1,1,1,1
0,16,2,11X,S,23,53,55,,22710,21490,,30500,41380,,37840,58330,,1,1,5,1,1,5
0,16,2,11X,S,24,751,606,379,46590,57440,64300,70830,84390,92600,92440,113100,120400,1,1,1,1,1,1
0,16,2,11X,S,25,,,80,,,46060,,,65480,,,94070,5,5,1,5,5,1
0,16,2,11X,S,26,275,256,145,21540,30620,31180,32490,44260,50090,47410,62420,73610,1,1,1,1,1,1
0,16,2,11X,S,27,142,111,68,24950,29030,38380,37030,48290,54280,54350,64660,73250,1,1,1,1,1,1
0,16,2,11X,S,28,87,102,56,20350,27370,26440,29220,40660,46750,45030,58680,56190,1,1,1,1,1,1
0,16,2,11X,S,29,289,257,135,22000,28650,32970,31090,40740,43050,43680,57200,61560,1,1,1,1,1,1
0,16,2,11X,S,30,54,50,,19090,23880,,25680,34860,,35720,62350,,1,1,5,1,1,5
0,16,2,11X,S,31,80,88,,21970,27400,,30900,39150,,38380,51490,,1,1,5,1,1,5
0,16,2,11X,S,32,174,163,97,25780,29260,35940,36050,42670,50780,54560,69380,69120,1,1,1,1,1,1
0,16,2,11X,S,33,60,54,,26010,40660,,38380,52620,,54280,81830,,1,1,5,1,1,5
0,16,2,11X,S,34,246,186,88,32510,37350,47090,51800,57260,69140,85410,89060,103000,1,1,1,1,1,1
0,16,2,11X,S,35,149,149,98,23130,34690,37480,39920,51490,55400,66820,72330,76560,1,1,1,1,1,1
0,16,2,11X,S,36,474,491,311,23760,31860,38680,36470,48040,56290,56430,69940,80710,1,1,1,1,1,1
0,16,2,11X,S,37,957,747,428,25470,34540,37210,39570,49790,54440,59390,69580,76480,1,1,1,1,1,1
0,16,2,11X,S,38,,,,,,,,,,,,,5,5,5,5,5,5
0,16,2,11X,S,39,388,358,211,20260,26730,33040,30550,39910,46770,43530,55850,61090,1,1,1,1,1,1
0,16,2,11X,S,40,365,313,174,22820,29490,37260,34730,44630,52020,50540,64210,69260,1,1,1,1,1,1
0,16,2,11X,S,41,168,159,99,21640,31370,32860,33710,48870,49080,58130,65590,71280,1,1,1,1,1,1
0,16,2,11X,S,42,473,472,290,24240,32050,39020,37620,47450,53330,55910,66190,78730,1,1,1,1,1,1
0,16,2,11X,S,44,,,,,,,,,,,,,5,5,5,5,5,5
0,16,2,11X,S,45,345,310,187,22380,29850,32860,32400,42730,49040,46140,66270,65210,1,1,1,1,1,1
0,16,2,11X,S,46,,,,,,,,,,,,,5,5,5,5,5,5
0,16,2,11X,S,47,448,332,179,22120,28830,32750,32200,42090,52720,46430,58000,65800,1,1,1,1,1,1
0,16,2,11X,S,48,2819,2335,1436,25560,35690,40320,39450,52030,58680,59700,73500,85130,1,1,1,1,1,1
0,16,2,11X,S,49,107,111,61,23230,30410,51490,31460,49990,64190,41990,71350,80200,1,1,1,1,1,1
0,16,2,11X,S,50,,,,,,,,,,,,,5,5,5,5,5,5
0,16,2,11X,S,51,1415,1219,674,42450,52990,59860,69910,83500,90860,98430,114100,124900,1,1,1,1,1,1
0,16,2,11X,S,53,590,474,286,26290,34640,42440,41290,52120,59780,61830,76790,87830,1,1,1,1,1,1
0,16,2,11X,S,54,62,58,61,20870,27070,33420,32300,44000,57930,56990,71840,89510,1,1,1,1,1,1
0,16,2,11X,S,55,163,154,96,21690,26830,34120,30980,38290,46400,43050,55120,64610,1,1,1,1,1,1
0,16,2,11X,S,56,57,,,34210,,,50370,,,74460,,,1,5,5,1,5,5
0,16,2,12X,N,00,37850,31680,18110,24760,33490,39920,39250,51590,60370,66860,79670,88730,1,1,1,1,1,1
0,16,2,12X,S,01,642,525,352,23780,35340,43330,36170,52340,68930,59870,75820,92540,1,1,1,1,1,1
0,16,2,12X,S,02,239,181,103,28060,41420,49990,41420,57200,66990,60960,78150,90200,1,1,1,1,1,1
0,16,2,12X,S,04,1655,1512,783,34170,40660,44500,58260,66030,71180,77060,84670,90810,1,1,1,1,1,1
0,16,2,12X,S,05,207,212,128,19310,25260,28350,27030,35570,43310,41070,49620,61870,1,1,1,1,1,1
0,16,2,12X,S,06,1997,1936,1118,21190,31410,43310,32190,49600,64800,52080,72170,92290,1,1,1,1,1,1
0,16,2,12X,S,08,1495,1174,630,25320,35030,45130,40010,53370,67970,63700,82520,95430,1,1,1,1,1,1
0,16,2,12X,S,09,143,123,72,21410,37930,44000,34210,47470,74600,48400,64660,94570,1,1,1,1,1,1
0,16,2,12X,S,10,,,,,,,,,,,,,5,5,5,5,5,5
0,16,2,12X,S,11,357,447,247,58170,67230,84090,79250,93400,105900,97520,115200,131800,1,1,1,1,1,1
0,16,2,12X,S,12,2175,1875,1069,23830,31670,35980,37260,47420,52730,66060,76460,81160,1,1,1,1,1,1
0,16,2,12X,S,13,2284,1747,972,27440,35290,38460,42220,51740,56500,66310,74960,77650,1,1,1,1,1,1
0,16,2,12X,S,15,306,214,135,29390,40660,43050,56370,71450,74990,84450,94260,100200,1,1,1,1,1,1
0,16,2,12X,S,16,129,147,81,20720,24090,29280,28330,32400,42890,37480,44120,57200,1,1,1,1,1,1
0,16,2,12X,S,17,680,690,439,20340,30770,38740,30600,46880,58010,48260,67250,82710,1,1,1,1,1,1
0,16,2,12X,S,18,527,439,265,21620,27380,34050,30680,38780,48590,42120,55170,65690,1,1,1,1,1,1
0,16,2,12X,S,19,238,225,109,20260,26210,31040,27600,38590,45600,37840,53290,69540,1,1,1,1,1,1
0,16,2,12X,S,20,523,355,200,23410,31020,38380,33820,43620,56620,46420,65630,76870,1,1,1,1,1,1
0,16,2,12X,S,21,770,584,352,24600,31850,37200,36170,45220,50710,48030,58880,65880,1,1,1,1,1,1
0,16,2,12X,S,22,488,408,243,22150,28830,37240,32870,43860,53940,49340,61870,76400,1,1,1,1,1,1
0,16,2,12X,S,23,144,111,72,18970,25590,32760,27550,34860,41610,35820,44650,54620,1,1,1,1,1,1
0,16,2,12X,S,24,1766,1295,687,46430,60420,61420,76430,92980,93910,100600,118100,122600,1,1,1,1,1,1
0,16,2,12X,S,25,129,205,183,22630,34240,43640,32980,54180,70200,55590,80200,98470,1,1,1,1,1,1
0,16,2,12X,S,26,561,517,306,20350,26790,34740,28780,40890,51120,41840,57770,76590,1,1,1,1,1,1
0,16,2,12X,S,27,302,280,140,21110,30590,37480,31250,43340,52620,42700,59780,74250,1,1,1,1,1,1
0,16,2,12X,S,28,117,137,84,20830,30200,31220,32350,41550,43240,43140,59980,63290,1,1,1,1,1,1
0,16,2,12X,S,29,578,499,312,21120,29900,33790,30480,39710,49080,45700,59940,72650,1,1,1,1,1,1
0,16,2,12X,S,30,93,87,55,17070,21310,30620,23180,31460,54180,32860,59040,71840,1,1,1,1,1,1
0,16,2,12X,S,31,213,173,98,20820,32000,31740,29030,43880,44000,39230,64570,61870,1,1,1,1,1,1
0,16,2,12X,S,32,374,292,150,23400,33140,37870,32460,48120,56080,48870,68640,79980,1,1,1,1,1,1
0,16,2,12X,S,33,106,101,63,24950,25690,34000,34510,37710,47090,45240,60100,66860,1,1,1,1,1,1
0,16,2,12X,S,34,382,335,170,25230,34050,42090,40680,56700,69870,69640,89240,105800,1,1,1,1,1,1
0,16,2,12X,S,35,233,221,136,23950,33490,41140,35120,49890,60460,56140,74390,83880,1,1,1,1,1,1
0,16,2,12X,S,36,933,949,569,21800,31280,41630,32210,45840,58620,47730,65460,87270,1,1,1,1,1,1
0,16,2,12X,S,37,1635,1266,695,26510,34160,38440,41760,51210,56540,66640,77790,80380,1,1,1,1,1,1
0,16,2,12X,S,38,92,104,59,25300,34610,48790,36580,55950,63950,57620,81670,88640,1,1,1,1,1,1
0,16,2,12X,S,39,894,762,441,20390,27670,32630,29400,41360,46840,43740,59140,68400,1,1,1,1,1,1
0,16,2,12X,S,40,703,518,293,21760,28720,33040,32610,42700,49070,50290,61040,65760,1,1,1,1,1,1
0,16,2,12X,S,41,381,344,217,19440,27170,31520,28060,39730,50140,39160,56510,69320,1,1,1,1,1,1
0,16,2,12X,S,42,824,870,535,21430,30040,39520,31210,44270,56320,45520,64860,76450,1,1,1,1,1,1
0,16,2,12X,S,44,65,,,18970,,,28110,,,37840,,,1,5,5,1,5,5
0,16,2,12X,S,45,493,419,225,22650,26200,34820,32140,39700,47750,46700,54910,63210,1,1,1,1,1,1
0,16,2,12X,S,46,74,70,,19120,21590,,26860,30900,,33000,42090,,1,1,5,1,1,5
